,falsified,rating,verified_purchase,sentiment,num_words_in_text,num_stopwords,num_words_in_text_no_stop,num_unique_words,mean_word_len,max_word_len,num_chars,num_punctuations,num_scentences_in_text,flesch_ease,flesch_kincaid_grade,automated_readability_index,overall_readability_index,total_sentiment,average_review_sentiment
7459,1,5,0,1,32,12,20,31,5.09375,12,194,3,3,52.15,8.6,7.9,11.0,8.0,2.6666666666666665
7460,1,5,0,1,63,38,25,49,4.317460317460317,13,334,8,5,84.07,4.7,5.2,6.0,17.0,3.4
7461,1,5,1,1,23,14,9,20,4.130434782608695,9,117,2,1,73.51,8.7,9.5,9.0,4.0,4.0
7462,1,5,1,1,83,41,42,70,4.6265060240963845,11,466,13,3,60.69,11.6,14.3,12.0,14.0,4.666666666666667
7463,1,5,0,1,70,35,35,56,4.257142857142857,10,367,16,3,73.81,8.6,10.5,7.0,13.0,4.333333333333333
7464,1,5,1,1,19,10,9,19,5.105263157894737,12,115,5,1,53.21,10.3,13.0,10.0,4.0,4.0
7465,1,5,0,1,60,32,28,47,4.066666666666666,10,303,9,5,84.68,4.4,3.7,5.0,18.0,3.6
7466,1,5,1,1,31,18,13,27,4.225806451612904,12,161,6,2,72.66,7.0,6.2,7.0,9.0,4.5
7467,1,5,1,1,44,21,23,39,4.454545454545454,11,239,7,4,68.77,6.4,5.0,6.0,17.0,4.25
7468,1,5,0,1,34,19,15,30,4.029411764705882,11,170,4,2,79.6,6.4,6.1,7.0,8.0,4.0
7469,1,5,0,1,28,13,15,25,4.25,9,146,4,4,98.21,1.3,2.1,6.0,14.0,3.5
7470,1,5,0,1,39,21,18,33,4.512820512820513,11,214,7,4,86.91,3.6,4.7,6.0,16.0,4.0
7471,1,5,0,1,46,22,24,35,3.8695652173913038,10,223,5,1,58.63,16.5,19.8,20.0,12.0,12.0
7472,1,5,1,1,75,30,45,60,4.12,11,384,14,5,90.09,4.4,5.5,5.0,20.0,4.0
7473,1,5,0,1,87,43,44,69,4.298850574712644,11,460,16,8,85.79,4.0,4.3,6.0,30.0,3.75
7476,1,5,1,1,83,46,37,64,4.421686746987952,15,449,16,4,67.28,9.0,9.8,9.0,18.0,4.5
7477,1,5,0,1,23,9,14,21,4.391304347826087,8,126,5,2,68.26,6.6,5.0,7.0,18.0,9.0
7478,1,5,1,1,30,17,13,28,4.1,11,152,6,3,95.17,2.5,2.9,3.0,12.0,4.0
7480,1,5,0,1,32,19,13,31,4.375,12,174,5,1,55.92,13.4,15.2,8.0,13.0,13.0
7481,1,5,0,1,55,26,29,50,4.418181818181818,11,297,10,4,74.69,6.2,6.5,7.0,13.0,3.25
7482,1,5,0,1,26,13,13,23,3.9615384615384617,12,128,4,3,96.48,2.0,1.6,2.0,11.0,3.6666666666666665
7483,1,5,0,1,48,19,29,44,4.208333333333333,9,249,8,4,84.88,4.4,4.7,6.0,16.0,4.0
7484,1,5,0,1,17,7,10,17,5.235294117647058,14,105,6,3,65.69,5.5,6.1,9.0,16.0,5.333333333333333
7485,1,5,1,1,43,28,15,36,4.1395348837209305,15,220,5,2,75.03,8.1,8.8,9.0,4.0,2.0
7488,1,5,0,1,57,25,32,47,4.43859649122807,10,309,12,3,69.11,8.3,9.0,9.0,12.0,4.0
7489,1,5,0,1,23,11,12,22,3.9565217391304346,10,113,2,2,85.18,4.2,3.0,6.0,7.0,3.5
7490,1,5,0,1,49,26,23,41,3.918367346938776,12,240,5,4,92.83,3.4,3.2,4.0,19.0,4.75
7491,1,5,1,1,42,18,24,36,4.833333333333333,13,247,4,1,28.85,19.7,22.3,22.0,5.0,5.0
7492,1,5,0,1,28,16,12,25,4.107142857142857,7,142,7,2,99.57,2.9,4.9,5.0,7.0,3.5
7493,1,5,1,1,45,20,25,43,4.888888888888889,13,264,10,1,42.72,18.5,24.1,11.0,4.0,4.0
7494,1,5,0,1,64,35,29,51,4.15625,12,329,9,6,94.45,2.7,3.5,5.0,20.0,3.333333333333333
7495,1,5,0,1,17,8,9,17,4.588235294117646,9,94,1,1,71.14,7.6,8.7,9.0,4.0,4.0
7496,1,5,0,1,41,17,24,37,4.439024390243904,9,222,3,2,67.59,8.9,9.7,9.0,8.0,4.0
7497,1,5,0,1,43,22,21,34,4.511627906976744,12,236,6,5,79.67,4.3,4.1,5.0,16.0,3.2
7498,1,5,1,1,33,16,17,29,4.151515151515151,9,169,2,1,71.82,11.4,14.6,7.0,6.0,6.0
7500,1,5,0,1,91,55,36,65,4.307692307692308,13,482,13,3,66.1,11.6,14.0,12.0,9.0,3.0
7501,1,5,0,1,44,22,22,35,4.136363636363637,12,226,4,3,73.47,6.7,5.4,6.0,15.0,5.0
7502,1,5,0,1,23,11,12,21,5.391304347826088,10,146,2,2,59.8,7.8,9.7,10.0,7.0,3.5
7503,1,5,0,1,43,21,22,36,3.953488372093023,10,212,5,5,88.13,3.1,1.5,3.0,18.0,3.6
7504,1,5,0,1,29,11,18,26,4.517241379310344,9,159,4,3,87.01,3.5,4.7,8.0,14.0,4.666666666666667
7505,1,5,1,1,33,18,15,29,4.363636363636363,11,176,5,3,60.61,7.5,5.1,8.0,11.0,3.6666666666666665
7506,1,5,0,1,68,41,27,53,4.264705882352942,10,357,12,1,36.3,25.1,32.6,8.0,4.0,4.0
7507,1,5,0,1,69,36,33,60,4.188405797101448,11,359,7,1,27.84,26.3,32.6,13.0,10.0,10.0
7508,1,5,0,1,46,27,19,37,4.108695652173913,10,234,5,3,72.87,6.9,5.6,7.0,10.0,3.333333333333333
7511,1,5,1,1,52,26,26,46,4.6923076923076925,10,295,8,1,35.62,21.2,26.7,0.0,2.0,2.0
7513,1,5,0,1,30,18,12,27,3.966666666666667,10,148,3,3,86.71,3.7,2.3,4.0,10.0,3.333333333333333
7515,1,5,0,1,96,49,47,76,4.645833333333333,13,541,15,5,77.37,7.2,10.1,9.0,15.0,3.0
7516,1,5,1,1,19,8,11,18,4.421052631578949,10,102,1,1,60.65,9.5,8.9,10.0,4.0,4.0
7517,1,5,0,1,30,8,22,28,5.1,11,182,8,2,73.17,6.8,10.1,7.0,9.0,4.5
7518,1,5,1,1,46,19,27,35,4.021739130434782,10,230,7,1,60.66,15.7,20.4,8.0,3.0,3.0
7519,1,5,0,1,81,45,36,61,4.283950617283951,11,427,9,4,76.25,7.7,8.9,7.0,13.0,3.25
7520,1,5,0,1,82,43,39,58,4.243902439024391,12,429,7,6,82.95,5.1,5.4,6.0,19.0,3.1666666666666665
7521,1,5,0,1,91,43,48,64,4.054945054945056,10,459,9,7,83.66,4.8,4.1,6.0,21.0,3.0
7522,1,5,0,1,56,27,29,49,5.5,21,363,15,4,65.93,7.5,11.8,8.0,18.0,4.5
7523,1,5,1,1,26,13,13,26,5.038461538461538,14,156,6,3,79.56,4.3,6.6,7.0,13.0,4.333333333333333
7524,1,5,1,1,38,23,15,31,3.763157894736842,8,180,6,4,104.13,1.1,1.0,4.0,9.0,2.25
7525,1,5,1,1,21,10,11,18,5.0,11,125,3,1,67.08,9.1,12.6,9.0,4.0,4.0
7526,1,5,1,1,77,41,36,57,3.779220779220779,10,367,12,6,83.86,4.7,2.8,6.0,21.0,3.5
7527,1,5,1,1,48,30,18,37,3.8333333333333335,8,231,5,4,93.14,3.3,2.6,5.0,10.0,2.5
7528,1,5,1,1,36,21,15,31,3.861111111111111,9,174,4,2,78.59,6.8,5.8,6.0,5.0,2.5
7530,1,5,0,1,45,23,22,36,4.111111111111111,13,229,6,3,73.17,6.8,5.4,7.0,15.0,5.0
7532,1,5,0,1,36,18,18,32,4.583333333333333,9,202,3,1,43.4,16.2,18.1,17.0,11.0,11.0
7533,1,5,0,1,75,36,39,59,4.16,10,386,13,3,72.5,9.1,11.0,7.0,11.0,3.6666666666666665
7534,1,5,1,1,55,28,27,40,4.254545454545455,11,288,5,2,68.94,10.5,12.3,12.0,9.0,4.5
7535,1,5,0,1,74,39,35,54,4.351351351351353,11,395,5,4,78.08,7.0,8.3,11.0,10.0,2.5
7536,1,5,0,1,25,12,13,24,4.56,10,138,2,2,84.17,4.6,6.3,6.0,4.0,2.0
7537,1,5,0,1,79,41,38,63,4.5443037974683556,12,440,12,2,56.76,15.2,19.7,9.0,17.0,8.5
7538,1,5,1,1,64,25,39,58,4.625,9,359,12,3,66.78,9.2,11.0,9.0,10.0,3.333333333333333
7539,1,5,1,1,21,10,11,19,4.571428571428571,12,116,9,4,91.48,1.8,2.7,2.0,16.0,4.0
7540,1,5,0,1,81,35,46,62,5.0,13,487,10,3,52.53,12.6,15.6,12.0,18.0,6.0
7541,1,5,0,1,94,47,47,69,4.0638297872340425,11,480,12,1,3.48,35.6,44.1,11.0,16.0,16.0
7542,1,5,0,1,39,18,21,34,4.717948717948718,11,222,8,3,83.66,4.8,7.3,8.0,9.0,3.0
7543,1,5,1,1,20,9,11,19,5.45,16,128,5,1,42.72,12.3,14.2,13.0,4.0,4.0
7544,1,5,0,1,62,29,33,51,4.709677419354839,11,353,9,3,67.38,9.0,11.1,9.0,11.0,3.6666666666666665
7545,1,5,0,1,41,22,19,36,4.341463414634147,10,220,8,1,55.24,15.7,19.5,8.0,10.0,10.0
7546,1,5,1,1,41,18,23,34,4.0,10,205,7,1,58.29,14.6,17.9,18.0,6.0,6.0
7548,1,5,0,1,55,28,27,48,4.218181818181818,11,286,6,5,85.69,4.0,3.9,6.0,22.0,4.4
7549,1,5,0,1,27,8,19,24,4.592592592592593,10,150,4,1,77.91,9.1,13.7,9.0,9.0,9.0
7550,1,5,1,1,32,14,18,31,4.84375,13,186,4,4,88.74,2.9,5.4,6.0,12.0,3.0
7551,1,5,1,1,75,44,31,44,3.546666666666667,9,340,0,1,29.19,27.8,32.8,28.0,4.0,4.0
7552,1,5,1,1,65,33,32,53,4.369230769230769,12,348,9,6,85.99,3.9,4.8,6.0,22.0,3.6666666666666665
7553,1,5,1,1,61,31,30,51,4.3442622950819665,11,325,7,3,68.4,8.6,9.6,9.0,10.0,3.333333333333333
7554,1,5,1,1,24,12,12,23,5.041666666666667,14,144,5,2,67.76,6.8,8.3,7.0,8.0,4.0
7555,1,5,1,1,33,16,17,31,4.212121212121212,11,173,3,1,63.36,12.6,14.9,8.0,7.0,7.0
7556,1,5,0,1,27,9,18,25,4.777777777777779,10,155,4,1,52.53,12.6,14.6,13.0,14.0,14.0
7557,1,5,0,1,19,5,14,19,5.105263157894737,11,115,4,3,82.0,3.4,5.8,6.0,12.0,4.0
7558,1,5,0,1,21,12,9,20,4.095238095238095,8,106,1,1,84.0,6.8,8.4,7.0,4.0,4.0
7559,1,5,0,1,57,26,31,48,4.052631578947368,10,290,9,2,59.47,12.0,11.9,12.0,16.0,8.0
7560,1,5,0,1,64,32,32,52,4.28125,14,337,14,4,89.08,4.8,6.7,6.0,13.0,3.25
7561,1,5,1,1,76,34,42,53,4.842105263157895,15,443,6,1,4.83,31.0,39.0,31.0,7.0,7.0
7562,1,5,0,1,21,8,13,21,4.333333333333333,8,111,2,2,86.2,3.8,4.2,4.0,6.0,3.0
7563,1,5,0,1,42,22,20,39,4.071428571428571,9,212,3,3,91.11,4.0,4.7,6.0,10.0,3.333333333333333
7564,1,5,0,1,69,40,29,52,4.043478260869565,15,347,9,1,35.28,25.5,32.1,26.0,4.0,4.0
7566,1,5,0,1,91,53,38,71,4.010989010989012,10,455,12,8,85.28,4.2,3.1,6.0,24.0,3.0
7567,1,5,0,1,44,21,23,40,4.409090909090909,11,237,9,4,85.69,4.0,4.8,6.0,13.0,3.25
7568,1,5,0,1,42,22,20,39,4.571428571428571,12,233,6,4,77.74,5.0,5.3,5.0,18.0,4.5
7569,1,5,0,1,42,22,20,37,4.476190476190476,12,229,6,3,82.65,5.2,6.7,6.0,11.0,3.6666666666666665
7570,1,5,0,1,28,12,16,26,4.178571428571429,9,144,3,3,87.42,3.4,2.9,6.0,9.0,3.0
7571,1,5,1,1,56,28,28,48,4.303571428571429,10,296,8,5,85.49,4.1,4.4,6.0,18.0,3.6
7572,1,5,0,1,22,7,15,22,4.909090909090909,8,129,4,3,80.99,3.8,5.4,4.0,16.0,5.333333333333333
7573,1,5,1,1,38,20,18,34,4.947368421052632,22,226,12,1,41.37,16.9,20.9,17.0,7.0,7.0
7574,1,5,1,1,19,10,9,19,4.894736842105263,15,111,5,3,82.0,3.4,4.8,5.0,10.0,3.333333333333333
7575,1,5,0,1,25,10,15,24,4.36,10,133,2,2,84.17,4.6,5.4,7.0,8.0,4.0
7576,1,5,1,1,18,5,13,17,5.0,10,107,4,2,70.8,5.6,6.6,7.0,10.0,5.0
7578,1,5,0,1,24,13,11,22,3.6666666666666665,12,111,2,2,84.68,4.4,1.9,6.0,5.0,2.5
7581,1,5,0,1,96,47,49,79,4.572916666666667,10,534,18,2,48.14,18.5,24.1,19.0,8.0,4.0
7582,1,5,1,1,60,32,28,55,4.05,8,304,7,3,76.56,7.6,7.6,8.0,13.0,4.333333333333333
7583,1,5,1,1,28,11,17,28,6.0357142857142865,12,196,9,1,26.14,16.6,21.0,17.0,4.0,4.0
7584,1,5,0,1,24,7,17,24,5.0,9,143,2,1,55.58,11.5,14.1,12.0,8.0,8.0
7585,1,5,0,1,34,18,16,29,4.617647058823528,12,190,5,3,85.39,4.2,6.0,6.0,10.0,3.333333333333333
7586,1,5,0,1,32,19,13,27,4.25,12,167,5,2,80.62,6.0,6.6,7.0,7.0,3.5
7588,1,5,1,1,71,34,37,60,4.76056338028169,20,408,14,4,70.33,7.9,9.9,10.0,13.0,3.25
7589,1,5,0,1,46,21,25,39,4.456521739130435,10,252,4,2,73.51,8.7,11.1,9.0,19.0,9.5
7590,1,5,0,1,26,14,12,21,4.115384615384615,9,132,1,2,92.12,3.6,4.5,6.0,6.0,3.0
7591,1,5,0,1,33,16,17,31,4.727272727272728,12,188,5,1,54.9,13.8,17.3,10.0,2.0,2.0
7592,1,5,0,1,84,38,46,67,4.7023809523809526,12,478,10,5,71.34,7.5,9.1,9.0,15.0,3.0
7593,1,5,0,1,27,14,13,22,4.888888888888889,11,158,3,3,70.8,5.6,6.1,6.0,12.0,4.0
7595,1,5,0,1,46,24,22,39,4.152173913043479,9,236,6,5,87.52,3.3,2.7,3.0,18.0,3.6
7596,1,5,0,1,45,22,23,34,4.155555555555557,10,231,6,1,59.64,16.1,20.7,7.0,16.0,16.0
7598,1,5,1,1,74,37,37,54,4.5540540540540535,11,410,9,4,69.62,8.1,9.3,8.0,15.0,3.75
7600,1,5,0,1,62,32,30,53,4.338709677419355,11,330,7,4,81.12,5.8,6.8,7.0,13.0,3.25
7601,1,5,0,1,75,38,37,56,3.8933333333333335,7,366,7,6,92.63,3.4,3.1,4.0,23.0,3.8333333333333335
7602,1,5,0,1,65,31,34,47,4.0,11,324,6,4,97.23,3.7,5.5,6.0,13.0,3.25
7603,1,5,0,1,79,38,41,58,4.0886075949367084,10,401,9,4,76.76,7.5,7.7,8.0,14.0,3.5
7604,1,5,0,1,40,21,19,36,4.225,11,208,10,2,85.02,6.4,8.4,6.0,8.0,4.0
7606,1,5,1,1,53,28,25,43,3.962264150943396,11,262,7,3,87.35,5.5,6.1,6.0,7.0,2.333333333333333
7607,1,5,1,1,55,31,24,44,4.418181818181818,10,297,6,3,78.28,6.9,8.6,7.0,11.0,3.6666666666666665
7608,1,5,0,1,82,43,39,55,4.085365853658536,17,416,10,3,69.15,10.4,11.5,10.0,10.0,3.333333333333333
7609,1,5,0,1,78,36,42,60,4.410256410256411,13,421,5,4,77.06,7.4,9.1,7.0,14.0,3.5
7610,1,5,0,1,24,12,12,22,4.916666666666667,14,141,2,2,67.76,6.8,7.7,7.0,6.0,3.0
7611,1,5,1,1,82,35,47,70,4.560975609756096,12,460,15,2,38.32,18.1,20.5,21.0,23.0,11.5
7612,1,5,1,1,58,25,33,47,4.431034482758621,13,314,11,1,39.0,22.0,28.3,9.0,5.0,5.0
7613,1,5,1,1,64,36,28,43,3.8125,11,307,5,5,84.07,4.7,3.1,6.0,19.0,3.8
7614,1,5,0,1,32,18,14,26,4.21875,9,166,4,2,89.08,4.8,6.4,7.0,10.0,5.0
7615,1,5,1,1,19,7,12,19,4.947368421052632,9,112,3,1,77.57,7.2,11.4,11.0,4.0,4.0
7616,1,5,0,1,19,7,12,18,4.578947368421051,13,105,4,2,79.26,4.4,5.8,5.0,8.0,4.0
7617,1,5,0,1,23,8,15,23,4.913043478260869,10,135,5,5,83.73,2.7,4.0,4.0,16.0,3.2
7618,1,5,1,1,17,6,11,17,5.235294117647058,9,105,0,1,54.22,9.9,11.8,10.0,4.0,4.0
7620,1,5,0,1,27,16,11,22,4.0740740740740735,10,137,3,2,74.69,6.2,4.5,5.0,12.0,6.0
7621,1,5,1,1,82,39,43,62,4.365853658536587,12,440,11,6,83.15,5.0,6.1,7.0,25.0,4.166666666666667
7622,1,5,1,1,36,16,20,32,5.0555555555555545,15,217,3,3,59.3,8.0,8.4,8.0,12.0,4.0
7623,1,5,0,1,63,25,38,58,4.746031746031746,9,361,14,5,75.61,5.8,7.2,8.0,19.0,3.8
7624,1,5,1,1,23,12,11,22,4.391304347826087,11,123,3,2,85.18,4.2,5.0,5.0,10.0,5.0
7625,1,5,1,1,70,41,29,51,3.8857142857142857,10,341,12,7,95.17,2.5,1.9,5.0,28.0,4.0
7626,1,5,1,1,20,8,12,19,4.8,9,115,3,2,61.33,7.2,6.2,8.0,8.0,4.0
7628,1,5,0,1,76,43,33,61,4.0,12,379,12,4,77.57,7.2,6.9,7.0,13.0,3.25
7629,1,5,0,1,31,16,15,30,4.193548387096774,8,160,3,2,89.58,4.6,6.1,6.0,6.0,3.0
7630,1,5,1,1,41,22,19,31,4.1951219512195115,11,212,4,3,91.41,3.9,5.2,6.0,11.0,3.6666666666666665
7631,1,5,0,1,52,27,25,42,3.75,9,246,6,4,100.58,2.5,2.7,6.0,13.0,3.25
7632,1,5,0,1,62,31,31,50,4.161290322580645,10,319,7,5,84.27,4.6,4.4,6.0,18.0,3.6
7633,1,5,0,1,25,9,16,25,5.76,14,168,4,3,46.13,8.9,9.9,9.0,17.0,5.666666666666668
7634,1,5,0,1,45,26,19,37,4.355555555555555,14,240,8,3,81.63,5.6,6.6,6.0,11.0,3.6666666666666665
7636,1,5,1,1,62,32,30,45,4.064516129032258,10,313,8,5,84.27,4.6,3.9,5.0,15.0,3.0
7637,1,5,0,1,44,17,27,36,4.636363636363637,13,248,6,3,65.42,7.7,8.1,8.0,10.0,3.333333333333333
7638,1,5,1,1,38,19,19,34,5.157894736842105,14,233,8,3,58.58,8.2,9.2,11.0,15.0,5.0
7639,1,5,0,1,57,26,31,44,4.631578947368421,10,320,10,2,67.93,10.9,14.6,9.0,9.0,4.5
7640,1,5,1,1,57,29,28,44,4.105263157894736,10,290,6,4,82.85,5.1,5.5,6.0,17.0,4.25
7641,1,5,0,1,40,22,18,35,4.075,11,202,4,3,74.9,6.1,4.5,7.0,10.0,3.333333333333333
7643,1,5,1,1,25,10,15,22,4.32,10,132,4,2,84.17,4.6,5.2,6.0,12.0,6.0
7644,1,5,1,1,62,31,31,50,4.516129032258065,11,341,8,5,84.27,4.6,6.1,6.0,19.0,3.8
7645,1,5,0,1,47,24,23,42,4.297872340425532,11,248,9,3,80.92,5.9,6.7,6.0,11.0,3.6666666666666665
7647,1,5,0,1,65,33,32,44,4.230769230769232,12,339,7,2,63.87,12.4,14.7,8.0,8.0,4.0
7649,1,5,0,1,50,21,29,42,4.74,13,286,7,1,46.11,19.3,25.9,11.0,2.0,2.0
7650,1,5,0,1,30,14,16,26,4.166666666666667,9,154,9,2,82.14,5.4,6.1,7.0,8.0,4.0
7651,1,5,0,1,35,17,18,29,4.428571428571429,11,189,4,4,87.92,3.2,3.8,4.0,14.0,3.5
7652,1,5,0,1,37,18,19,36,4.405405405405405,10,199,4,3,75.91,5.7,5.5,7.0,8.0,2.6666666666666665
7653,1,5,0,1,30,14,16,27,4.5,11,164,7,1,66.41,11.5,14.8,8.0,4.0,4.0
7654,1,5,0,1,48,26,22,40,4.708333333333333,11,273,6,2,55.58,11.5,12.8,13.0,5.0,2.5
7656,1,5,0,1,42,20,22,39,4.142857142857143,10,216,6,5,79.87,4.2,2.3,4.0,18.0,3.6
7657,1,5,1,1,33,17,16,27,4.454545454545454,11,179,4,3,85.99,3.9,5.5,6.0,10.0,3.333333333333333
7658,1,5,0,1,31,17,14,27,3.7741935483870965,11,147,5,2,89.58,4.6,4.1,5.0,8.0,4.0
7659,1,5,1,1,30,17,13,26,3.533333333333333,10,135,4,3,95.17,2.5,0.2,5.0,11.0,3.6666666666666665
7660,1,5,0,1,45,24,21,38,3.7777777777777777,11,216,5,2,74.02,8.5,7.6,7.0,15.0,7.5
7661,1,5,1,1,33,19,14,25,4.212121212121212,10,171,3,3,85.69,4.0,3.9,6.0,8.0,2.6666666666666665
7662,1,5,0,1,63,34,29,51,3.920634920634921,10,309,8,6,94.66,2.7,2.3,3.0,23.0,3.8333333333333335
7663,1,5,1,1,20,7,13,18,4.45,9,108,4,3,73.13,4.7,2.9,5.0,13.0,4.333333333333333
7664,1,5,0,1,81,45,36,63,4.395061728395062,11,436,7,6,83.15,5.0,6.0,7.0,16.0,2.6666666666666665
7665,1,5,1,1,20,8,12,20,4.65,11,112,5,1,85.02,6.4,10.5,11.0,4.0,4.0
7666,1,5,1,1,89,45,44,70,4.337078651685394,13,474,14,5,87.25,5.5,7.9,8.0,14.0,2.8
7667,1,5,1,1,26,16,10,23,4.153846153846153,12,133,3,2,83.66,4.8,4.6,5.0,5.0,2.5
7668,1,5,1,1,32,15,17,29,4.53125,9,176,3,2,72.16,7.2,7.9,8.0,8.0,4.0
7669,1,5,1,1,65,28,37,56,4.153846153846153,10,334,7,5,83.66,4.8,4.6,5.0,17.0,3.4
7670,1,5,1,1,61,30,31,51,4.180327868852459,11,320,10,1,26.48,24.7,28.8,7.0,20.0,20.0
7671,1,5,0,1,26,17,9,23,3.7307692307692313,9,122,1,2,92.12,3.6,2.6,4.0,8.0,4.0
7672,1,5,0,1,41,17,24,35,4.390243902439025,13,220,6,4,94.86,2.6,4.4,6.0,12.0,3.0
7673,1,5,1,1,54,28,26,43,3.814814814814815,8,260,8,6,96.18,2.1,1.0,4.0,20.0,3.333333333333333
7674,1,5,0,1,93,55,38,69,4.301075268817204,12,493,5,4,64.75,10.0,10.4,8.0,13.0,3.25
7675,1,5,0,1,47,24,23,38,4.51063829787234,12,258,4,3,64.0,8.2,7.6,8.0,12.0,4.0
7677,1,5,0,1,64,30,34,51,5.015625,11,384,10,2,39.0,15.8,18.2,12.0,27.0,13.5
7678,1,5,1,1,44,17,27,36,4.204545454545454,12,228,4,4,85.69,4.0,3.9,4.0,16.0,4.0
7679,1,5,1,1,22,14,8,22,4.0,8,109,2,1,82.99,7.2,8.4,6.0,4.0,4.0
7680,1,5,0,1,49,27,22,43,4.0,10,248,5,1,47.12,18.9,21.9,6.0,15.0,15.0
7681,1,5,1,1,26,14,12,25,4.269230769230768,14,136,5,2,83.66,4.8,5.2,6.0,5.0,2.5
7682,1,5,1,1,42,21,21,37,4.404761904761905,12,226,4,4,86.2,3.8,4.5,7.0,14.0,3.5
7683,1,5,0,1,44,24,20,34,4.409090909090909,13,237,3,2,57.61,10.7,10.3,11.0,6.0,3.0
7684,1,5,1,1,42,20,22,35,4.023809523809525,12,210,7,5,96.79,1.8,1.7,2.0,17.0,3.4
7685,1,5,0,1,41,22,19,32,4.536585365853658,12,226,5,3,82.95,5.1,6.8,7.0,11.0,3.6666666666666665
7686,1,5,0,1,38,19,19,30,4.578947368421051,12,211,3,1,49.83,15.8,19.1,16.0,7.0,7.0
7687,1,5,0,1,46,22,24,39,4.543478260869565,12,254,11,5,87.52,3.3,4.6,6.0,17.0,3.4
7689,1,5,0,1,36,15,21,31,4.5555555555555545,10,199,4,3,84.68,4.4,6.0,6.0,10.0,3.333333333333333
7691,1,5,0,1,26,9,17,25,5.115384615384615,11,158,6,4,81.8,3.5,5.9,6.0,10.0,2.5
7692,1,5,1,1,20,9,11,19,4.35,11,106,2,2,78.25,4.8,4.1,5.0,6.0,3.0
7693,1,5,0,1,40,13,27,31,4.825,17,232,26,4,62.04,6.9,7.8,8.0,16.0,4.0
7694,1,5,0,1,45,26,19,36,4.288888888888889,13,237,5,4,85.39,4.2,4.4,6.0,13.0,3.25
7695,1,5,0,1,42,22,20,38,4.309523809523808,11,222,6,4,86.2,3.8,4.1,6.0,12.0,3.0
7696,1,5,0,1,42,23,19,37,4.285714285714286,10,221,3,1,62.69,15.0,19.8,8.0,12.0,12.0
7697,1,5,0,1,31,15,16,30,4.032258064516129,8,155,4,3,94.86,2.6,2.7,3.0,11.0,3.6666666666666665
7698,1,5,0,1,49,23,26,38,4.142857142857143,10,251,6,4,92.83,3.4,4.2,6.0,14.0,3.5
7699,1,5,1,1,44,24,20,36,4.136363636363637,11,225,7,4,94.15,2.9,3.6,5.0,19.0,4.75
7700,1,5,0,1,47,23,24,37,4.042553191489361,13,236,6,4,84.88,4.4,3.5,6.0,20.0,5.0
7701,1,5,0,1,18,9,9,17,4.777777777777779,12,103,1,1,70.13,8.0,10.1,8.0,2.0,2.0
7702,1,5,1,1,30,14,16,28,4.333333333333333,12,159,2,2,73.17,6.8,6.5,7.0,13.0,6.5
7703,1,5,0,1,33,16,17,28,4.757575757575758,13,189,4,2,71.65,7.4,9.2,10.0,8.0,4.0
7704,1,5,0,1,57,29,28,54,4.789473684210527,11,333,9,5,76.82,5.4,6.8,7.0,32.0,6.4
7705,1,5,1,1,62,38,24,48,4.435483870967742,11,336,8,5,84.27,4.6,5.7,7.0,18.0,3.6
7706,1,5,0,1,30,18,12,27,4.1,10,152,5,5,90.77,2.1,0.9,2.0,20.0,4.0
7707,1,5,1,1,29,12,17,28,4.0344827586206895,9,145,4,3,87.42,3.4,2.9,6.0,10.0,3.333333333333333
7708,1,5,0,1,30,17,13,27,3.733333333333333,8,141,2,2,98.55,3.2,3.6,4.0,6.0,3.0
7709,1,5,0,1,58,31,27,42,3.9655172413793114,9,287,5,4,90.6,4.2,4.5,5.0,17.0,4.25
7710,1,5,0,1,70,32,38,60,4.742857142857143,13,401,8,6,68.06,6.7,6.7,8.0,19.0,3.1666666666666665
7711,1,5,0,1,70,37,33,54,4.571428571428571,14,389,6,3,56.29,11.2,11.8,12.0,14.0,4.666666666666667
7712,1,5,0,1,74,35,39,60,4.378378378378378,10,397,12,5,81.83,5.5,6.6,7.0,16.0,3.2
7713,1,5,0,1,47,26,21,38,4.51063829787234,11,258,9,5,87.31,3.4,4.5,6.0,16.0,3.2
7714,1,5,0,1,21,9,12,21,4.142857142857143,12,107,4,3,98.21,1.3,1.6,2.0,12.0,4.0
7715,1,5,0,1,39,18,21,34,4.102564102564102,9,198,8,3,83.66,4.8,4.4,5.0,12.0,4.0
7716,1,5,0,1,41,21,20,33,4.780487804878049,11,236,5,2,50.67,11.3,11.3,10.0,13.0,6.5
7717,1,5,1,1,37,17,20,35,3.918918918918919,10,181,8,5,97.8,1.5,0.7,2.0,17.0,3.4
7719,1,5,0,1,26,16,10,23,4.038461538461538,12,130,4,3,96.48,2.0,1.9,2.0,9.0,3.0
7720,1,5,0,1,56,27,29,48,4.339285714285714,11,298,8,4,74.19,6.4,6.0,7.0,15.0,3.75
7721,1,5,0,1,38,21,17,34,4.447368421052632,11,206,6,2,60.65,9.5,9.0,8.0,8.0,4.0
7722,1,5,0,1,75,35,40,61,4.706666666666667,12,427,15,6,75.71,5.8,7.0,7.0,18.0,3.0
7723,1,5,0,1,25,11,14,25,4.96,11,148,3,1,46.1,13.0,14.4,18.0,7.0,7.0
7724,1,5,0,1,65,32,33,48,4.630769230769231,12,365,8,7,78.96,4.6,5.0,5.0,23.0,3.2857142857142856
