falsified,verified_purchase,sentiment,mean_word_len,num_punctuations,flesch_kincaid_grade,overall_readability_index,total_sentiment,average_review_sentiment
1,0,0,5.0344827586206895,10,3.2,8.0,16.0,3.2
1,0,0,4.852941176470588,15,13.0,9.0,2.0,2.0
1,0,0,3.6666666666666665,5,1.2,3.0,11.0,2.75
1,0,0,3.9090909090909087,7,5.6,6.0,9.0,3.0
1,0,0,4.7,2,7.6,12.0,13.0,13.0
1,1,0,4.4393939393939394,5,4.9,6.0,13.0,2.6
1,1,0,4.083333333333333,8,9.1,10.0,4.0,2.0
1,0,0,5.447368421052633,8,10.7,13.0,6.0,3.0
1,0,0,4.733333333333333,2,8.0,8.0,4.0,2.0
1,0,0,3.821428571428572,4,2.9,6.0,6.0,3.0
1,0,0,4.128205128205129,4,3.6,6.0,16.0,4.0
1,0,0,4.578947368421051,3,7.2,9.0,6.0,3.0
1,0,0,4.05,9,2.5,3.0,12.0,3.0
1,0,0,3.716981132075472,3,4.3,4.0,10.0,3.333333333333333
1,0,0,4.35,5,7.6,8.0,6.0,3.0
1,0,0,4.565217391304348,4,11.1,12.0,5.0,5.0
1,0,0,3.914285714285714,4,4.3,6.0,7.0,2.333333333333333
1,0,0,3.92,10,3.4,6.0,10.0,2.5
1,0,0,4.368421052631579,2,2.3,6.0,5.0,2.5
1,0,0,4.255813953488372,9,8.1,9.0,4.0,2.0
1,1,0,4.0,3,4.8,5.0,8.0,4.0
1,0,0,4.594594594594595,7,6.8,7.0,5.0,2.5
1,0,0,3.9649122807017534,11,3.0,3.0,16.0,3.2
1,0,0,4.0,2,8.3,7.0,4.0,4.0
1,0,0,4.583333333333333,7,6.8,8.0,7.0,3.5
1,1,0,4.0,4,7.6,7.0,7.0,3.5
1,0,0,4.409090909090909,3,5.2,6.0,6.0,3.0
1,0,0,4.2,3,1.8,5.0,11.0,3.6666666666666665
1,1,0,4.363636363636363,3,1.4,3.0,11.0,3.6666666666666665
1,1,0,3.807692307692308,5,7.5,10.0,4.0,4.0
1,1,0,4.3086419753086425,8,11.3,12.0,12.0,4.0
1,0,0,5.6,17,7.9,8.0,9.0,3.0
1,0,0,4.109375,9,4.8,6.0,13.0,3.25
1,0,0,4.641025641025641,7,8.5,9.0,5.0,2.5
1,0,0,4.303030303030303,6,2.9,5.0,12.0,4.0
1,1,0,4.225,6,6.1,6.0,7.0,2.333333333333333
1,0,0,4.652173913043479,2,6.6,7.0,4.0,2.0
1,1,0,4.1891891891891895,9,2.2,3.0,12.0,3.0
1,0,0,3.7258064516129035,7,6.6,7.0,6.0,2.0
1,0,0,4.391304347826087,7,3.1,5.0,8.0,4.0
1,0,0,4.7176470588235295,5,7.6,8.0,12.0,2.4
1,0,0,4.194444444444445,11,2.6,5.0,25.0,3.571428571428572
1,0,0,4.026315789473684,5,3.5,4.0,8.0,2.6666666666666665
1,0,0,4.181818181818182,6,25.5,26.0,10.0,10.0
1,0,0,4.161290322580645,4,4.9,5.0,7.0,2.333333333333333
1,0,0,4.112903225806451,1,23.9,24.0,4.0,4.0
1,0,0,4.228571428571429,4,3.2,6.0,14.0,3.5
1,0,0,4.72093023255814,6,16.5,17.0,2.0,2.0
1,0,0,4.2368421052631575,6,2.3,4.0,10.0,2.5
1,0,0,3.946236559139785,19,8.7,9.0,18.0,4.5
1,0,0,4.6,15,4.6,5.0,18.0,2.571428571428572
1,0,0,3.522727272727273,3,6.0,6.0,7.0,3.5
1,0,0,4.0,3,2.9,5.0,4.0,2.0
1,0,0,4.172413793103448,3,2.4,4.0,8.0,2.6666666666666665
1,0,0,3.888888888888889,4,9.1,10.0,7.0,3.5
1,1,0,4.886363636363637,11,7.8,8.0,6.0,2.0
1,0,0,5.321428571428571,17,26.3,27.0,2.0,2.0
1,0,0,3.986111111111111,8,5.6,6.0,10.0,2.5
1,1,0,3.7931034482758617,5,4.2,4.0,7.0,3.5
1,1,0,4.5,2,4.8,5.0,5.0,2.5
1,0,0,4.64,3,4.2,7.0,7.0,2.333333333333333
1,1,0,3.9014084507042255,12,7.7,8.0,8.0,2.6666666666666665
1,0,0,4.766666666666667,8,2.7,3.0,16.0,4.0
1,1,0,5.183333333333334,12,24.3,25.0,2.0,2.0
1,0,0,5.0,7,5.6,7.0,15.0,3.75
1,0,0,4.1923076923076925,3,3.6,6.0,6.0,3.0
1,0,0,4.368421052631579,3,2.3,4.0,8.0,4.0
1,1,0,6.0588235294117645,1,9.9,10.0,2.0,2.0
1,0,0,3.6944444444444446,6,4.4,5.0,6.0,3.0
1,0,0,3.571428571428572,3,1.0,1.0,7.0,2.333333333333333
1,0,0,4.257142857142857,5,3.1,6.0,12.0,3.0
1,1,0,4.181818181818182,2,2.9,5.0,5.0,2.5
1,0,0,3.8,3,9.1,12.0,5.0,5.0
1,0,0,3.756756756756757,8,3.4,6.0,6.0,2.0
1,0,0,4.369565217391305,9,4.5,5.0,14.0,2.8
1,0,0,4.523809523809524,7,5.2,7.0,6.0,2.0
1,0,0,4.128205128205129,3,15.0,15.0,9.0,9.0
1,0,0,4.78125,3,5.1,9.0,8.0,2.6666666666666665
1,0,0,3.744186046511628,3,3.0,3.0,7.0,2.333333333333333
1,0,0,4.209302325581397,3,5.1,6.0,16.0,4.0
1,0,0,5.08,5,7.0,7.0,6.0,3.0
1,1,0,4.34375,5,5.9,7.0,15.0,3.0
1,0,0,4.5,9,5.1,6.0,12.0,2.4
1,0,0,4.48,3,4.6,6.0,8.0,4.0
1,1,0,4.784313725490196,8,22.0,22.0,7.0,7.0
1,0,0,4.125,5,14.2,0.0,6.0,6.0
1,0,0,4.185185185185185,9,5.0,6.0,14.0,2.333333333333333
1,0,0,3.638297872340425,4,6.6,7.0,6.0,3.0
1,0,0,4.39344262295082,9,4.3,4.0,24.0,3.4285714285714284
1,0,0,3.9090909090909087,8,3.1,7.0,7.0,2.333333333333333
1,0,0,3.847826086956522,5,1.0,1.0,12.0,2.4
1,1,0,3.9268292682926833,7,1.4,4.0,14.0,3.5
1,0,0,4.357142857142857,5,9.5,7.0,2.0,2.0
1,1,0,4.827586206896552,6,9.6,13.0,11.0,3.6666666666666665
1,0,0,4.25531914893617,10,3.4,5.0,15.0,3.0
1,0,0,4.25,6,6.4,7.0,9.0,2.25
1,0,0,3.9583333333333335,4,4.4,6.0,12.0,3.0
1,0,0,4.276595744680851,6,4.4,6.0,11.0,2.75
1,1,0,4.183673469387755,8,8.1,6.0,4.0,2.0
1,0,0,3.882352941176471,5,5.2,6.0,6.0,2.0
1,0,0,4.2413793103448265,9,11.1,7.0,6.0,3.0
1,1,0,5.25,4,13.8,15.0,4.0,4.0
1,0,0,4.775,7,6.0,6.0,13.0,3.25
1,0,0,3.9659090909090913,19,7.9,7.0,9.0,2.25
1,0,0,3.7894736842105265,2,4.8,5.0,6.0,3.0
1,1,0,4.703703703703703,3,6.2,8.0,5.0,2.5
1,1,0,4.0,4,15.4,0.0,4.0,4.0
1,0,0,4.461538461538462,5,7.7,8.0,9.0,3.0
1,0,0,4.461538461538462,5,8.5,9.0,8.0,4.0
1,0,0,4.130434782608695,3,6.4,6.0,9.0,9.0
1,0,0,3.8620689655172415,3,3.0,4.0,7.0,3.5
1,1,0,4.793103448275862,5,6.9,9.0,13.0,4.333333333333333
1,0,0,4.972972972972973,5,5.7,7.0,14.0,3.5
1,1,0,4.2,4,6.4,6.0,4.0,4.0
1,0,0,4.942857142857143,10,15.8,11.0,10.0,10.0
1,0,0,5.6,3,8.4,10.0,5.0,2.5
1,0,0,3.7692307692307687,6,0.4,1.0,15.0,3.0
1,0,0,4.82051282051282,6,6.0,7.0,8.0,2.6666666666666665
1,1,0,4.069767441860465,15,2.9,3.0,12.0,2.4
1,0,0,4.9,2,6.8,7.0,4.0,2.0
1,0,0,4.0,2,11.5,12.0,5.0,5.0
1,0,0,4.363636363636363,5,7.4,7.0,6.0,3.0
1,0,0,4.073170731707316,4,3.9,6.0,12.0,4.0
1,0,0,4.416666666666667,4,8.4,8.0,12.0,4.0
1,0,0,3.763157894736842,4,8.3,8.0,7.0,3.5
1,0,0,3.5454545454545454,0,10.3,6.0,2.0,2.0
1,0,0,4.307692307692308,7,16.1,17.0,8.0,8.0
1,0,0,4.75,3,4.8,6.0,6.0,3.0
1,0,0,4.428571428571429,6,2.0,4.0,14.0,3.5
1,0,0,4.948275862068964,7,6.6,10.0,10.0,2.5
1,1,0,4.3157894736842115,3,9.5,12.0,7.0,7.0
1,0,0,4.182926829268292,6,31.7,32.0,5.0,5.0
1,0,0,4.052631578947368,6,14.6,17.0,2.0,2.0
1,0,0,3.8181818181818175,2,2.9,3.0,9.0,4.5
1,0,0,3.7407407407407414,3,2.1,2.0,8.0,2.6666666666666665
1,0,0,4.674418604651163,7,9.1,9.0,4.0,2.0
1,0,0,4.214285714285714,7,1.8,5.0,15.0,3.0
1,0,0,4.111111111111111,13,2.5,5.0,24.0,3.0
1,0,0,3.878787878787879,3,5.0,5.0,8.0,4.0
1,1,0,4.125,0,13.4,14.0,2.0,2.0
1,0,0,3.807692307692308,5,4.8,6.0,4.0,2.0
1,0,0,4.150943396226415,5,10.1,11.0,4.0,2.0
1,0,0,3.78,3,18.1,21.0,2.0,2.0
1,0,0,4.306451612903226,8,4.9,5.0,22.0,3.6666666666666665
1,0,0,4.53125,6,13.4,9.0,11.0,5.5
1,0,0,3.5454545454545454,8,0.8,1.0,19.0,3.8
1,0,0,4.3538461538461535,5,12.4,8.0,4.0,2.0
1,0,0,4.228571428571429,4,3.2,6.0,12.0,3.0
1,0,0,3.6666666666666665,3,3.2,7.0,9.0,3.0
1,0,0,4.8085106382978715,8,5.5,6.0,10.0,2.5
1,0,0,4.138461538461539,7,6.1,6.0,13.0,3.25
1,0,0,3.851063829787234,8,4.5,7.0,9.0,3.0
1,1,0,4.095238095238095,1,7.9,8.0,4.0,4.0
1,0,0,4.435483870967742,8,7.8,10.0,10.0,3.333333333333333
1,0,0,5.166666666666667,2,11.5,12.0,2.0,2.0
1,0,0,4.421052631578949,4,8.3,9.0,9.0,4.5
1,0,0,4.75,7,5.6,6.0,8.0,2.6666666666666665
1,0,0,3.806451612903226,4,10.7,7.0,4.0,4.0
1,0,0,3.982456140350877,11,4.1,5.0,14.0,3.5
1,0,0,4.230769230769232,7,3.6,5.0,19.0,4.75
1,0,0,4.5769230769230775,9,13.0,7.0,7.0,7.0
1,0,0,4.16,7,8.3,6.0,7.0,7.0
1,0,0,4.095238095238095,8,1.8,2.0,17.0,3.4
1,0,0,4.380952380952381,11,5.8,6.0,12.0,2.4
1,0,0,4.095238095238095,4,3.0,3.0,11.0,2.75
1,1,0,4.269230769230768,3,11.1,12.0,4.0,4.0
1,0,0,4.095238095238095,8,16.1,17.0,14.0,14.0
1,0,0,4.407407407407407,4,6.2,7.0,5.0,2.5
1,0,0,4.611111111111111,3,4.4,5.0,4.0,2.0
1,0,0,4.0,7,19.6,20.0,2.0,2.0
1,1,0,4.645161290322581,7,13.0,10.0,5.0,2.5
1,1,0,4.048780487804878,7,1.2,2.0,17.0,2.833333333333333
1,1,0,4.0,5,7.2,7.0,4.0,2.0
1,0,0,4.393939393939394,6,2.9,6.0,12.0,3.0
1,0,0,4.057142857142857,5,5.4,6.0,7.0,3.5
1,1,0,4.625,4,5.2,7.0,9.0,2.25
1,0,0,4.233333333333333,3,4.4,6.0,4.0,2.0
1,0,0,4.093333333333334,11,7.1,7.0,11.0,2.75
1,0,0,4.415094339622642,8,10.1,8.0,6.0,3.0
1,0,0,5.659574468085108,9,9.3,10.0,12.0,2.4
1,0,0,3.95,2,6.1,7.0,6.0,2.0
1,0,0,4.256410256410256,5,4.8,6.0,10.0,3.333333333333333
1,0,0,4.947368421052632,5,3.3,9.0,10.0,3.333333333333333
1,1,0,4.454545454545454,6,4.0,6.0,11.0,3.6666666666666665
1,0,0,3.8113207547169816,5,2.7,5.0,11.0,2.2
1,0,0,3.96875,9,9.1,10.0,14.0,3.5
1,0,0,5.090909090909091,4,7.3,10.0,11.0,3.6666666666666665
1,1,0,4.25925925925926,3,3.8,6.0,6.0,3.0
1,1,0,4.425531914893617,7,3.4,6.0,12.0,2.4
1,1,0,4.743589743589744,8,4.0,4.0,13.0,2.6
1,0,0,3.888888888888889,3,3.8,4.0,6.0,3.0
1,0,0,4.521739130434782,4,4.2,6.0,8.0,4.0
1,0,0,3.85,4,15.4,17.0,8.0,8.0
1,0,0,4.339285714285714,7,5.2,7.0,11.0,2.75
1,0,0,4.090909090909091,11,2.9,5.0,17.0,3.4
1,0,0,4.071428571428571,4,5.1,7.0,8.0,2.6666666666666665
1,1,0,3.9032258064516134,3,1.4,4.0,10.0,3.333333333333333
1,0,0,3.8222222222222224,3,7.3,8.0,4.0,2.0
1,0,0,3.9090909090909087,5,15.7,19.0,18.0,18.0
1,0,0,3.7111111111111112,10,5.6,6.0,14.0,2.8
1,0,0,4.96078431372549,9,9.9,10.0,10.0,3.333333333333333
1,0,0,3.8958333333333335,9,1.1,4.0,13.0,2.6
1,1,0,4.193548387096774,4,2.8,3.0,9.0,2.25
1,0,0,4.166666666666667,5,6.0,6.0,9.0,3.0
1,0,0,4.488372093023256,6,3.1,4.0,12.0,2.4
1,0,0,4.378378378378378,6,14.2,0.0,4.0,4.0
1,0,0,3.9821428571428568,6,9.5,7.0,9.0,4.5
1,0,0,4.1951219512195115,8,3.8,4.0,15.0,3.75
1,0,0,4.071428571428571,1,10.7,7.0,4.0,4.0
1,0,0,4.92,4,13.0,11.0,5.0,5.0
1,0,0,3.98,9,3.0,3.0,21.0,3.5
1,0,0,4.979591836734694,7,6.9,7.0,14.0,3.5
1,0,0,4.415094339622642,3,6.7,8.0,10.0,3.333333333333333
1,0,0,4.3023255813953485,6,5.1,6.0,13.0,3.25
1,0,0,3.5217391304347827,3,0.4,1.0,7.0,2.333333333333333
1,0,0,4.342105263157896,2,14.2,9.0,2.0,2.0
1,1,0,4.9230769230769225,2,12.3,15.0,7.0,7.0
1,1,0,3.5172413793103448,3,1.2,1.0,8.0,2.6666666666666665
1,0,0,3.7058823529411766,6,4.0,4.0,7.0,2.333333333333333
1,0,0,4.466666666666667,15,7.1,7.0,10.0,2.5
1,1,0,4.089285714285714,6,5.2,6.0,10.0,2.5
1,0,0,4.021739130434782,6,4.5,5.0,7.0,2.333333333333333
1,0,0,4.382352941176471,7,13.0,8.0,4.0,2.0
1,0,0,4.617021276595745,8,7.1,9.0,12.0,4.0
1,0,0,4.425,3,6.1,7.0,6.0,2.0
1,0,0,4.260869565217392,2,17.7,18.0,4.0,4.0
1,0,0,3.9090909090909087,3,9.1,9.0,7.0,7.0
1,1,0,3.9672131147540974,12,4.5,6.0,12.0,2.4
1,0,0,3.78125,3,11.1,7.0,8.0,8.0
1,0,0,4.666666666666667,13,3.9,7.0,24.0,3.4285714285714284
1,0,0,4.349206349206349,10,7.1,7.0,10.0,2.5
1,0,0,4.481481481481481,4,5.0,7.0,7.0,3.5
1,0,0,4.2075471698113205,8,2.7,3.0,25.0,3.571428571428572
1,0,0,4.090909090909091,3,4.0,4.0,5.0,2.5
1,0,0,4.608695652173913,5,2.8,6.0,10.0,3.333333333333333
1,0,0,4.181818181818182,4,1.4,3.0,8.0,2.6666666666666665
1,0,0,4.814814814814816,3,7.4,8.0,6.0,3.0
1,0,0,4.571428571428571,3,6.4,8.0,9.0,4.5
1,0,0,3.9607843137254894,9,3.6,6.0,9.0,2.25
1,0,0,4.4848484848484835,6,6.2,8.0,5.0,2.5
1,1,0,4.375,9,11.1,0.0,11.0,11.0
1,1,0,3.896551724137931,2,10.7,11.0,2.0,2.0
1,0,0,3.8409090909090913,6,4.0,6.0,10.0,2.5
1,0,0,4.871794871794871,7,8.5,10.0,4.0,2.0
1,0,0,3.9230769230769234,2,8.7,10.0,2.0,2.0
1,0,0,3.9574468085106393,4,7.7,9.0,5.0,2.5
1,0,0,4.071428571428571,4,5.2,5.0,5.0,2.5
1,0,0,4.076923076923077,4,9.9,10.0,7.0,2.333333333333333
1,0,0,4.285714285714286,4,9.1,9.0,2.0,2.0
1,0,0,4.777777777777779,3,6.8,9.0,10.0,3.333333333333333
1,0,0,4.388888888888889,3,5.6,7.0,9.0,3.0
1,0,0,4.185185185185185,4,7.9,6.0,11.0,11.0
1,0,0,3.9318181818181817,3,7.2,7.0,7.0,3.5
1,0,0,4.2444444444444445,3,5.6,6.0,11.0,3.6666666666666665
1,0,0,4.857142857142857,5,11.5,12.0,4.0,4.0
1,0,0,4.872340425531915,7,5.5,9.0,8.0,2.0
1,0,0,4.1951219512195115,5,7.7,7.0,11.0,5.5
1,0,0,3.727272727272727,9,11.4,13.0,10.0,5.0
1,0,0,4.161290322580645,5,1.6,2.0,10.0,2.5
1,0,0,4.34375,4,12.2,8.0,9.0,9.0
1,0,0,4.148148148148148,13,4.3,5.0,20.0,2.8571428571428568
1,0,0,4.6,4,3.4,6.0,11.0,2.75
1,0,0,4.142857142857143,9,12.2,0.0,5.0,5.0
1,0,0,3.8055555555555554,6,3.3,3.0,22.0,3.6666666666666665
1,0,0,4.046153846153846,6,4.8,5.0,12.0,2.4
1,1,0,4.107142857142857,4,32.5,33.0,2.0,2.0
1,0,0,4.194444444444445,4,5.6,6.0,7.0,2.333333333333333
1,0,0,4.338235294117647,9,9.6,8.0,13.0,3.25
1,0,0,4.2,9,7.6,6.0,6.0,3.0
1,1,0,3.703703703703704,5,5.0,3.0,5.0,2.5
1,0,0,5.0555555555555545,12,6.8,9.0,15.0,2.5
1,0,0,3.9090909090909087,6,1.1,1.0,15.0,3.0
1,0,0,4.25,4,2.9,3.0,13.0,3.25
1,0,0,4.225806451612904,7,7.0,7.0,6.0,3.0
1,0,0,4.172413793103448,2,11.1,8.0,6.0,6.0
1,0,0,4.081081081081081,6,7.0,7.0,7.0,3.5
1,0,0,4.604166666666667,6,7.2,7.0,7.0,2.333333333333333
1,0,0,3.5777777777777784,6,4.4,7.0,12.0,4.0
1,0,0,3.727272727272727,8,2.2,2.0,16.0,2.6666666666666665
1,0,0,4.15625,2,3.9,4.0,7.0,2.333333333333333
1,0,0,4.2682926829268295,5,3.8,4.0,16.0,4.0
1,0,0,4.076923076923077,7,4.8,5.0,6.0,2.0
1,0,0,3.636363636363636,7,8.1,0.0,8.0,4.0
1,1,0,4.285714285714286,4,3.4,7.0,8.0,2.6666666666666665
1,0,0,4.486486486486488,4,4.6,5.0,8.0,2.0
1,0,0,4.326923076923077,11,20.0,8.0,12.0,12.0
1,0,0,3.890625,12,3.6,4.0,15.0,3.0
1,0,0,4.225,5,6.1,6.0,8.0,2.6666666666666665
1,0,0,3.950819672131148,9,3.3,4.0,12.0,2.4
1,0,0,4.587301587301587,10,12.0,16.0,9.0,4.5
1,0,0,4.3478260869565215,4,4.2,6.0,5.0,2.5
1,0,0,4.3157894736842115,12,4.6,5.0,10.0,2.5
1,1,0,3.652173913043478,0,7.5,8.0,2.0,2.0
1,0,0,5.205882352941177,6,3.6,7.0,11.0,2.2
1,1,0,4.3559322033898304,7,5.5,7.0,12.0,3.0
1,0,0,4.28125,4,11.1,7.0,7.0,7.0
1,1,0,4.448275862068964,7,2.6,6.0,13.0,3.25
1,1,0,4.267857142857143,6,5.2,6.0,11.0,2.75
1,0,0,3.682926829268293,3,2.7,3.0,9.0,3.0
1,0,0,4.6,12,6.7,7.0,9.0,3.0
1,0,0,3.954545454545455,9,4.0,6.0,10.0,2.5
1,1,0,4.236363636363636,5,5.1,6.0,11.0,2.75
1,0,0,4.75,9,3.9,6.0,11.0,3.6666666666666665
1,1,0,4.5,4,2.9,4.0,10.0,3.333333333333333
1,0,0,4.652631578947369,24,5.1,7.0,21.0,3.0
1,0,0,4.196969696969697,8,8.3,9.0,9.0,3.0
1,0,0,4.173913043478262,2,3.1,6.0,8.0,4.0
1,0,0,3.808823529411765,7,4.0,4.0,8.0,2.0
1,0,0,4.4561403508771935,15,12.0,8.0,6.0,3.0
1,0,0,3.9433962264150937,9,3.8,4.0,8.0,2.0
1,0,0,4.893617021276596,20,18.1,0.0,4.0,4.0
1,0,0,5.166666666666667,4,6.8,11.0,12.0,3.0
1,1,0,4.6944444444444455,6,17.3,19.0,5.0,5.0
1,0,0,4.219512195121951,5,3.9,6.0,9.0,3.0
1,0,0,4.563636363636364,10,8.1,11.0,12.0,4.0
1,0,0,4.1688311688311686,8,29.8,30.0,8.0,8.0
1,0,0,3.60655737704918,8,4.5,5.0,10.0,2.5
1,0,0,4.914285714285715,5,5.5,6.0,10.0,2.5
1,0,0,4.203389830508475,10,4.4,6.0,16.0,3.2
1,0,0,4.277777777777779,8,4.0,6.0,14.0,2.8
1,1,0,4.767441860465117,3,6.5,7.0,10.0,3.333333333333333
1,0,0,3.928571428571429,3,2.9,6.0,4.0,2.0
1,0,0,4.037037037037037,6,6.8,7.0,6.0,2.0
1,0,0,4.409090909090909,2,9.5,8.0,3.0,3.0
1,0,0,4.105263157894736,7,4.1,5.0,11.0,2.75
1,0,0,4.88,12,8.3,11.0,16.0,4.0
1,0,0,4.0606060606060606,4,4.0,4.0,10.0,3.333333333333333
1,0,0,4.1,2,5.6,6.0,5.0,2.5
1,0,0,4.25,5,2.4,3.0,7.0,2.333333333333333
1,0,0,3.8333333333333335,1,9.1,9.0,2.0,2.0
1,0,0,3.875,6,3.8,4.0,8.0,2.6666666666666665
1,0,0,4.357142857142857,10,5.0,5.0,12.0,3.0
1,0,0,4.275,5,2.5,6.0,11.0,2.75
1,1,0,4.2586206896551735,13,5.4,6.0,10.0,2.5
1,0,0,5.157894736842105,4,7.0,7.0,7.0,3.5
1,0,0,3.7096774193548394,20,9.5,3.0,4.0,2.0
1,1,0,4.383333333333334,6,4.8,5.0,14.0,2.333333333333333
1,0,0,3.8545454545454554,7,2.2,6.0,16.0,2.6666666666666665
1,0,0,3.7142857142857135,7,7.7,8.0,7.0,2.333333333333333
1,0,0,4.34375,6,2.2,3.0,20.0,4.0
1,0,0,4.531914893617022,9,7.1,8.0,8.0,2.6666666666666665
1,0,0,3.4705882352941178,3,3.0,5.0,6.0,2.0
1,0,0,3.5581395348837215,5,1.9,2.0,13.0,2.6
1,0,0,3.6666666666666665,2,7.9,8.0,3.0,3.0
1,0,0,3.9583333333333335,5,2.9,3.0,6.0,2.0
1,0,0,4.6190476190476195,6,4.2,7.0,12.0,2.4
1,0,0,4.296296296296297,2,6.2,7.0,5.0,2.5
1,0,0,4.2105263157894735,5,3.5,5.0,10.0,2.5
1,0,0,4.114285714285714,9,5.4,7.0,14.0,3.5
1,0,0,4.647058823529412,4,5.4,7.0,10.0,2.5
1,0,0,4.708333333333333,4,4.1,7.0,8.0,2.6666666666666665
1,0,0,5.277777777777779,3,17.3,0.0,2.0,2.0
1,0,0,4.0566037735849045,5,5.5,6.0,9.0,3.0
1,0,0,4.397435897435898,14,8.5,9.0,10.0,2.5
1,0,0,4.809523809523808,5,4.2,7.0,18.0,4.5
1,0,0,4.155844155844156,13,5.9,7.0,18.0,3.0
1,0,0,3.942307692307693,6,8.7,9.0,7.0,3.5
1,0,0,4.066666666666666,7,1.5,2.0,12.0,3.0
1,0,0,4.086956521739131,6,5.7,6.0,8.0,2.6666666666666665
1,0,0,4.321428571428571,6,6.4,7.0,11.0,2.75
1,0,0,4.454545454545454,7,4.0,6.0,9.0,3.0
1,0,0,4.413793103448277,2,11.1,8.0,4.0,4.0
1,0,0,4.204545454545454,7,4.0,4.0,10.0,2.5
1,0,0,4.48,10,7.4,8.0,8.0,2.6666666666666665
1,0,0,3.9375,3,2.7,3.0,8.0,2.6666666666666665
1,0,0,4.102564102564102,4,4.8,5.0,6.0,2.0
1,0,0,5.0,3,5.2,9.0,11.0,2.75
1,0,0,4.266666666666667,11,5.6,6.0,10.0,3.333333333333333
1,0,0,4.25,3,3.4,5.0,10.0,3.333333333333333
1,0,0,4.580246913580247,16,5.5,6.0,24.0,3.4285714285714284
1,0,0,4.057692307692308,5,4.8,5.0,14.0,3.5
1,0,0,4.973684210526316,7,7.0,7.0,11.0,2.75
1,0,0,4.636363636363637,3,4.0,8.0,11.0,3.6666666666666665
1,1,0,3.6571428571428566,4,6.0,6.0,6.0,3.0
1,0,0,5.7727272727272725,3,12.1,13.0,5.0,2.5
1,0,0,4.933333333333334,14,5.3,8.0,8.0,2.0
1,1,0,4.358490566037736,11,6.7,7.0,8.0,2.6666666666666665
1,0,0,4.325581395348837,6,4.0,6.0,13.0,3.25
1,0,0,4.3023255813953485,4,5.3,6.0,6.0,2.0
1,0,0,4.434782608695652,6,4.2,6.0,6.0,3.0
1,0,0,3.808823529411765,11,4.0,4.0,20.0,5.0
1,0,0,4.615384615384615,7,11.1,8.0,4.0,4.0
1,0,0,4.414634146341464,3,6.1,7.0,8.0,2.6666666666666665
1,0,0,4.319444444444445,11,29.0,29.0,12.0,12.0
1,0,0,4.148936170212766,3,5.9,6.0,10.0,3.333333333333333
1,0,0,4.170731707317073,9,3.6,4.0,20.0,3.333333333333333
1,0,0,4.4,7,4.2,6.0,14.0,3.5
1,0,0,4.076923076923077,3,2.0,4.0,9.0,3.0
1,0,0,5.113207547169812,9,9.0,10.0,11.0,3.6666666666666665
1,0,0,3.9210526315789473,3,15.8,16.0,6.0,6.0
1,1,0,4.25,2,3.7,4.0,4.0,2.0
1,1,0,4.090909090909091,4,4.0,6.0,8.0,2.6666666666666665
1,0,0,4.127272727272727,3,5.7,6.0,9.0,3.0
1,0,0,4.15,4,1.2,3.0,7.0,2.333333333333333
1,0,0,4.15625,6,11.1,7.0,3.0,3.0
1,0,0,3.375,3,5.2,5.0,8.0,4.0
1,0,0,4.39622641509434,4,7.8,8.0,10.0,3.333333333333333
1,0,0,4.055555555555555,3,4.4,5.0,8.0,2.6666666666666665
1,0,0,4.413793103448277,5,3.5,7.0,10.0,3.333333333333333
1,0,0,4.4523809523809526,4,9.9,10.0,10.0,5.0
1,0,0,4.264150943396227,7,10.1,7.0,11.0,5.5
1,0,0,4.359375,12,6.0,8.0,10.0,2.5
1,1,0,5.730769230769232,6,15.8,16.0,9.0,9.0
1,0,0,4.227272727272728,5,5.5,6.0,8.0,2.6666666666666665
1,0,0,4.068965517241379,4,5.4,5.0,4.0,2.0
1,0,0,4.323076923076924,6,6.1,7.0,8.0,2.0
1,0,0,3.9615384615384617,2,2.0,2.0,10.0,3.333333333333333
1,0,0,3.924528301886793,6,5.5,6.0,6.0,2.0
1,0,0,3.952380952380953,3,1.2,3.0,6.0,2.0
1,0,0,3.6585365853658534,8,0.2,1.0,9.0,2.25
1,0,0,4.159090909090909,8,5.5,6.0,8.0,2.6666666666666665
1,0,0,4.8809523809523805,11,6.4,9.0,10.0,3.333333333333333
1,1,0,4.127659574468085,14,4.7,6.0,17.0,5.666666666666668
1,1,0,3.84,5,8.3,10.0,9.0,9.0
1,0,0,4.041666666666667,3,1.7,2.0,10.0,3.333333333333333
1,0,0,5.426229508196722,31,25.9,26.0,4.0,4.0
1,1,0,3.8333333333333335,0,12.6,6.0,2.0,2.0
1,0,0,3.602941176470588,9,3.7,6.0,14.0,2.8
1,0,0,3.8695652173913038,2,4.2,6.0,5.0,2.5
1,1,0,3.5909090909090913,4,14.6,15.0,10.0,10.0
1,0,0,5.157894736842105,6,8.3,8.0,3.0,3.0
1,0,0,4.0740740740740735,2,9.1,7.0,2.0,2.0
1,1,0,4.961538461538462,7,7.2,9.0,8.0,4.0
1,0,0,4.34375,8,6.0,7.0,12.0,3.0
1,0,0,4.75,4,9.5,10.0,6.0,3.0
1,0,0,3.688888888888889,4,14.9,18.0,2.0,2.0
1,0,0,4.684931506849315,14,4.5,5.0,25.0,3.125
1,0,0,4.037735849056603,7,6.1,7.0,13.0,3.25
1,0,0,3.8157894736842106,5,3.5,4.0,6.0,2.0
